time,width,height,area,actual_area,density
123.0000,11.0000,11.0000,100.0000,121.0000,0.2117
124.0000,11.0000,11.0000,100.0000,121.0000,0.2117
125.0000,11.0000,11.0000,100.0000,121.0000,0.2117
126.0000,11.0000,11.0000,100.0000,121.0000,0.2117
127.0000,11.0000,11.0000,100.0000,121.0000,0.2117
128.0000,11.0000,11.0000,100.0000,121.0000,0.2117
129.0000,11.0000,11.0000,100.0000,121.0000,0.2117
130.0000,11.0000,11.0000,100.0000,121.0000,0.2117
131.0000,11.0000,11.0000,100.0000,121.0000,0.2117
132.0000,11.0000,11.0000,100.0000,121.0000,0.2117
133.0000,11.0000,11.0000,100.0000,121.0000,0.2117
134.0000,11.0000,11.0000,100.0000,121.0000,0.2117
135.0000,11.0000,11.0000,100.0000,121.0000,0.2117
136.0000,11.0000,11.0000,100.0000,121.0000,0.2117
137.0000,11.0000,11.0000,100.0000,121.0000,0.2117
138.0000,11.0000,11.0000,100.0000,121.0000,0.2117
139.0000,11.0000,11.0000,100.0000,121.0000,0.2117
140.0000,11.0000,11.0000,100.0000,121.0000,0.2117
141.0000,11.0000,11.0000,100.0000,121.0000,0.2117
142.0000,11.0000,11.0000,100.0000,121.0000,0.2117
143.0000,11.0000,11.0000,100.0000,121.0000,0.2117
144.0000,11.0000,11.0000,100.0000,121.0000,0.2117
145.0000,11.0000,11.0000,100.0000,121.0000,0.2117
146.0000,11.0000,11.0000,100.0000,121.0000,0.2117
147.0000,11.0000,11.0000,100.0000,121.0000,0.2117
148.0000,11.0000,11.0000,100.0000,121.0000,0.2117
149.0000,11.0000,11.0000,100.0000,121.0000,0.2117
150.0000,11.0000,11.0000,100.0000,121.0000,0.2117
151.0000,11.0000,11.0000,100.0000,121.0000,0.2117
152.0000,11.0000,11.0000,100.0000,121.0000,0.2117
153.0000,11.0000,11.0000,100.0000,121.0000,0.2117
154.0000,11.0000,11.0000,100.0000,121.0000,0.2117
155.0000,11.0000,11.0000,100.0000,121.0000,0.2117
156.0000,11.0000,11.0000,100.0000,121.0000,0.2117
157.0000,11.0000,11.0000,100.0000,121.0000,0.2117
158.0000,11.0000,11.0000,100.0000,121.0000,0.2117
